memory,circle,2,50,1,GUDHI,1492848
memory,circle,3,50,1,GUDHI,1492848
memory,circle,4,50,1,GUDHI,1492848
memory,circle,2,75,1,GUDHI,5044248
memory,circle,3,75,1,GUDHI,5044248
memory,circle,4,75,1,GUDHI,5044248
memory,circle,2,100,1,GUDHI,11965648
memory,circle,3,100,1,GUDHI,11965648
memory,circle,4,100,1,GUDHI,11965648
memory,circle,2,125,1,GUDHI,23382048
memory,circle,3,125,1,GUDHI,23382048
memory,circle,4,125,1,GUDHI,23382048
memory,circle,2,150,1,GUDHI,40418448
memory,circle,3,150,1,GUDHI,40418448
memory,circle,4,150,1,GUDHI,40418448
memory,circle,2,175,1,GUDHI,64199848
memory,circle,3,175,1,GUDHI,64199848
memory,circle,4,175,1,GUDHI,64199848
memory,circle,2,200,1,GUDHI,95851248
memory,circle,3,200,1,GUDHI,95851248
memory,circle,4,200,1,GUDHI,95851248
memory,circle,2,225,1,GUDHI,136497648
memory,circle,2,50,1,GUDHI,1492848
memory,circle,3,225,1,GUDHI,136497648
memory,circle,4,225,1,GUDHI,136497648
memory,circle,2,250,1,GUDHI,187264048
memory,circle,3,250,1,GUDHI,187264048
memory,circle,4,250,1,GUDHI,187264048
memory,circle,2,275,1,GUDHI,249275448
memory,circle,3,275,1,GUDHI,249275448
memory,circle,4,275,1,GUDHI,249275448
memory,circle,2,300,1,GUDHI,323656848
memory,circle,3,300,1,GUDHI,323656848
memory,circle,4,300,1,GUDHI,323656848
memory,circle,2,325,1,GUDHI,411533248
memory,circle,3,325,1,GUDHI,411533248
memory,circle,4,325,1,GUDHI,411533248
memory,circle,2,350,1,GUDHI,514029648
memory,circle,3,350,1,GUDHI,514029648
memory,circle,4,350,1,GUDHI,514029648
memory,circle,2,375,1,GUDHI,632271048
memory,circle,3,375,1,GUDHI,632271048
memory,circle,4,375,1,GUDHI,632271048
memory,circle,2,400,1,GUDHI,767382448
memory,circle,3,400,1,GUDHI,767382448
memory,circle,4,400,1,GUDHI,767382448
memory,circle,2,425,1,GUDHI,920488848
memory,circle,3,425,1,GUDHI,920488848
memory,circle,4,425,1,GUDHI,920488848
memory,circle,2,450,1,GUDHI,1092715248
memory,circle,3,450,1,GUDHI,1092715248
memory,circle,4,450,1,GUDHI,1092715248
memory,circle,2,475,1,GUDHI,1285186648
memory,circle,3,475,1,GUDHI,1285186648
memory,circle,4,475,1,GUDHI,1285186648
memory,circle,2,500,1,GUDHI,1499028048
memory,circle,3,500,1,GUDHI,1499028048
memory,circle,4,500,1,GUDHI,1499028048
memory,circle,3,50,2,GUDHI,18074448
memory,circle,4,50,2,GUDHI,18074448
memory,circle,3,75,2,GUDHI,92556648
memory,circle,4,75,2,GUDHI,92556648
memory,circle,3,100,2,GUDHI,294293848
memory,circle,4,100,2,GUDHI,294293848
memory,circle,3,125,2,GUDHI,721161048
memory,circle,4,125,2,GUDHI,721161048
memory,circle,3,150,2,GUDHI,1499158248
memory,circle,4,150,2,GUDHI,1499158248
memory,circle,3,175,2,GUDHI,2782410448
memory,circle,4,175,2,GUDHI,2782410448
memory,circle,3,200,2,GUDHI,4753167648
memory,circle,4,200,2,GUDHI,4753167648
memory,circle,3,225,2,GUDHI,7621804848
memory,circle,4,225,2,GUDHI,7621804848
memory,circle,3,250,2,GUDHI,11626822048
memory,circle,4,250,2,GUDHI,11626822048
memory,circle,4,275,2,GUDHI,17034844248
memory,circle,3,275,2,GUDHI,17034844248
